onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.008	4.592	ITI	Fixation+	0	Pain	n/a	7.898	n/a	n/a	29.405
4.617	3.498	Pic2	Picture	0	Pain	7	4.383	n/a	n/a	34.014
8.115	2.006	Blank	Blank	0	Pain	n/a	2.377	n/a	n/a	37.512
12.498	n/a	ConfirmRating	Rate	0	Pain	7	n/a	1.86	69	41.895
12.525	5.836	ITI	Fixation+	1	Pain	n/a	7.608	n/a	n/a	41.922
18.377	3.498	Pic2	Picture	1	Pain	15	4.093	n/a	n/a	47.775
21.875	2.006	Blank	Blank	1	Pain	n/a	2.087	n/a	n/a	51.273
25.969	n/a	ConfirmRating	Rate	1	Pain	15	n/a	1.571	81	55.366
25.987	4.41	ITI	Fixation+	2	No_Pain	n/a	8.95	n/a	n/a	55.384
30.413	3.498	Pic2	Picture	2	No_Pain	34	5.435	n/a	n/a	59.811
33.911	2.006	Blank	Blank	2	No_Pain	n/a	3.429	n/a	n/a	63.309
39.346	n/a	ConfirmRating	Rate	2	No_Pain	34	n/a	2.912	41	68.744
39.366	4.194	ITI	Fixation+	3	No_Pain	n/a	6.827	n/a	n/a	68.763
43.577	3.498	Pic2	Picture	3	No_Pain	35	3.312	n/a	n/a	72.974
47.075	2.006	Blank	Blank	3	No_Pain	n/a	1.306	n/a	n/a	76.472
50.387	n/a	ConfirmRating	Rate	3	No_Pain	35	n/a	0.789	35	79.785
50.407	4.659	ITI	Fixation+	4	Pain	n/a	8.343	n/a	n/a	79.805
55.082	3.498	Pic2	Picture	4	Pain	6	4.828	n/a	n/a	84.48
58.581	2.006	Blank	Blank	4	Pain	n/a	2.822	n/a	n/a	87.978
63.409	n/a	ConfirmRating	Rate	4	Pain	6	n/a	2.306	53	92.806
63.438	4.476	ITI	Fixation+	5	No_Pain	n/a	6.894	n/a	n/a	92.836
67.931	3.498	Pic2	Picture	5	No_Pain	29	3.38	n/a	n/a	97.329
71.429	2.006	Blank	Blank	5	No_Pain	n/a	1.374	n/a	n/a	100.827
74.809	n/a	ConfirmRating	Rate	5	No_Pain	29	n/a	0.857	39	104.206
74.828	5.571	ITI	Fixation+	6	No_Pain	n/a	6.773	n/a	n/a	104.225
80.415	3.498	Pic2	Picture	6	No_Pain	39	3.259	n/a	n/a	109.812
83.913	2.006	Blank	Blank	6	No_Pain	n/a	1.252	n/a	n/a	113.31
87.171	n/a	ConfirmRating	Rate	6	No_Pain	39	n/a	0.735	42	116.569
87.196	5.471	ITI	Fixation+	7	Pain	n/a	7.193	n/a	n/a	116.593
92.683	3.498	Pic2	Picture	7	Pain	9	3.678	n/a	n/a	122.081
96.181	2.006	Blank	Blank	7	Pain	n/a	1.672	n/a	n/a	125.579
99.859	n/a	ConfirmRating	Rate	7	Pain	9	n/a	1.155	54	129.257
99.878	5.571	ITI	Fixation+	8	Pain	n/a	7.896	n/a	n/a	129.276
105.465	3.498	Pic2	Picture	8	Pain	14	4.382	n/a	n/a	134.863
108.963	2.006	Blank	Blank	8	Pain	n/a	2.376	n/a	n/a	138.361
113.345	n/a	ConfirmRating	Rate	8	Pain	14	n/a	1.859	65	142.742
113.373	5.106	ITI	Fixation+	9	No_Pain	n/a	6.445	n/a	n/a	142.771
118.496	3.498	Pic2	Picture	9	No_Pain	27	2.93	n/a	n/a	147.894
121.994	2.006	Blank	Blank	9	No_Pain	n/a	0.924	n/a	n/a	151.392
124.925	n/a	ConfirmRating	Rate	9	No_Pain	27	n/a	0.408	8	154.322
124.945	5.587	ITI	Fixation+	10	Pain	n/a	8.576	n/a	n/a	154.343
130.549	3.498	Pic2	Picture	10	Pain	20	5.061	n/a	n/a	159.946
134.047	2.006	Blank	Blank	10	Pain	n/a	3.055	n/a	n/a	163.445
139.108	n/a	ConfirmRating	Rate	10	Pain	20	n/a	2.539	88	168.506
139.137	4.344	ITI	Fixation+	11	No_Pain	n/a	7.067	n/a	n/a	168.534
143.497	3.498	Pic2	Picture	11	No_Pain	40	3.552	n/a	n/a	172.894
146.995	2.006	Blank	Blank	11	No_Pain	n/a	1.546	n/a	n/a	176.393
