onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.003	120.014	Fixation+	n/a	n/a	40.016
130.549	n/a	Response	10.531	5	170.562
130.578	120.014	Fixation+	n/a	n/a	170.591
255.209	n/a	Response	4.617	6	295.223
255.235	120.014	Fixation+	n/a	n/a	295.248
379.556	n/a	Response	4.307	7	419.569
379.576	120.014	Fixation+	n/a	n/a	419.589
503.327	n/a	Response	3.736	7	543.34
