onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.014	120.013	Fixation+	n/a	n/a	44.077
122.737	n/a	Response	2.709	5	166.8
122.763	120.013	Fixation+	n/a	n/a	166.826
244.604	n/a	Response	1.828	6	288.668
244.633	120.013	Fixation+	n/a	n/a	288.696
366.356	n/a	Response	1.71	7	410.419
366.387	120.013	Fixation+	n/a	n/a	410.45
488.946	n/a	Response	2.546	7	533.009
