onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.015	4.94	ITI	Fixation+	0	No_Pain	n/a	12.204	n/a	n/a	29.206
4.972	3.498	Pic2	Picture	0	No_Pain	24	8.69	n/a	n/a	34.163
8.47	2.006	Blank	Blank	0	No_Pain	n/a	6.684	n/a	n/a	37.661
17.159	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	6.167	0	46.351
17.19	4.808	ITI	Fixation+	1	No_Pain	n/a	10.221	n/a	n/a	46.382
22.015	3.498	Pic2	Picture	1	No_Pain	25	6.706	n/a	n/a	51.206
25.513	2.006	Blank	Blank	1	No_Pain	n/a	4.7	n/a	n/a	54.704
32.219	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	4.184	0	61.411
32.243	5.488	ITI	Fixation+	2	Pain	n/a	11.631	n/a	n/a	61.435
37.748	3.498	Pic2	Picture	2	Pain	19	8.116	n/a	n/a	66.939
41.246	2.006	Blank	Blank	2	Pain	n/a	6.11	n/a	n/a	70.438
49.362	n/a	ConfirmRating	Rate	2	Pain	19	n/a	5.593	10	78.553
49.386	5.852	ITI	Fixation+	3	No_Pain	n/a	9.124	n/a	n/a	78.578
55.255	3.498	Pic2	Picture	3	No_Pain	37	5.609	n/a	n/a	84.447
58.753	2.006	Blank	Blank	3	No_Pain	n/a	3.603	n/a	n/a	87.945
64.362	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	3.087	0	93.554
64.39	5.156	ITI	Fixation+	4	Pain	n/a	12.945	n/a	n/a	93.581
69.562	3.498	Pic2	Picture	4	Pain	2	9.431	n/a	n/a	98.754
73.06	2.006	Blank	Blank	4	Pain	n/a	7.425	n/a	n/a	102.252
82.491	n/a	ConfirmRating	Rate	4	Pain	2	n/a	6.908	18	111.683
82.51	4.642	ITI	Fixation+	5	No_Pain	n/a	9.231	n/a	n/a	111.702
87.169	3.498	Pic2	Picture	5	No_Pain	26	5.717	n/a	n/a	116.36
90.667	2.006	Blank	Blank	5	No_Pain	n/a	3.711	n/a	n/a	119.859
96.384	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	3.194	0	125.575
96.403	4.062	ITI	Fixation+	6	Pain	n/a	10.059	n/a	n/a	125.595
100.481	3.498	Pic2	Picture	6	Pain	12	6.545	n/a	n/a	129.673
103.98	2.006	Blank	Blank	6	Pain	n/a	4.539	n/a	n/a	133.171
110.524	n/a	ConfirmRating	Rate	6	Pain	12	n/a	4.023	12	139.716
110.545	4.244	ITI	Fixation+	7	Pain	n/a	9.348	n/a	n/a	139.736
114.805	3.498	Pic2	Picture	7	Pain	3	5.834	n/a	n/a	143.997
