onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.017	120.013	Fixation+	n/a	n/a	40.281
125.75	n/a	Response	5.72	5	166.014
125.767	120.014	Fixation+	n/a	n/a	166.031
249.165	n/a	Response	3.384	6	289.429
249.196	120.013	Fixation+	n/a	n/a	289.46
376.473	n/a	Response	7.263	7	416.736
376.504	120.013	Fixation+	n/a	n/a	416.768
500.808	n/a	Response	4.291	7	541.072
