onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.007	120.014	Fixation+	n/a	n/a	55.268
122.472	n/a	Response	2.452	5	177.734
122.491	120.014	Fixation+	n/a	n/a	177.752
244.658	n/a	Response	2.153	6	299.919
244.676	120.014	Fixation+	n/a	n/a	299.938
366.799	n/a	Response	2.109	7	422.06
366.829	120.014	Fixation+	n/a	n/a	422.09
489.679	n/a	Response	2.837	7	544.941
