onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.017	4.344	ITI	Fixation+	0	No_Pain	n/a	8.123	n/a	n/a	32.39
4.378	3.498	Pic2	Picture	0	No_Pain	24	4.608	n/a	n/a	36.75
7.876	2.006	Blank	Blank	0	No_Pain	n/a	2.602	n/a	n/a	40.248
12.484	n/a	ConfirmRating	Rate	0	No_Pain	24	n/a	2.086	0	44.856
12.501	4.891	ITI	Fixation+	1	No_Pain	n/a	7.241	n/a	n/a	44.873
17.409	3.498	Pic2	Picture	1	No_Pain	25	3.726	n/a	n/a	49.781
20.907	2.006	Blank	Blank	1	No_Pain	n/a	1.72	n/a	n/a	53.279
24.633	n/a	ConfirmRating	Rate	1	No_Pain	25	n/a	1.203	0	57.005
24.653	4.941	ITI	Fixation+	2	Pain	n/a	7.125	n/a	n/a	57.026
29.611	3.498	Pic2	Picture	2	Pain	19	3.611	n/a	n/a	61.983
33.109	2.006	Blank	Blank	2	Pain	n/a	1.605	n/a	n/a	65.481
36.719	n/a	ConfirmRating	Rate	2	Pain	19	n/a	1.088	64	69.091
36.739	5.09	ITI	Fixation+	3	No_Pain	n/a	6.78	n/a	n/a	69.112
41.846	3.498	Pic2	Picture	3	No_Pain	37	3.265	n/a	n/a	74.218
45.344	2.006	Blank	Blank	3	No_Pain	n/a	1.259	n/a	n/a	77.716
48.609	n/a	ConfirmRating	Rate	3	No_Pain	37	n/a	0.743	0	80.981
48.626	4.344	ITI	Fixation+	4	Pain	n/a	9.659	n/a	n/a	80.999
52.987	3.498	Pic2	Picture	4	Pain	2	6.144	n/a	n/a	85.359
56.485	2.006	Blank	Blank	4	Pain	n/a	4.138	n/a	n/a	88.857
62.629	n/a	ConfirmRating	Rate	4	Pain	2	n/a	3.622	67	95.001
62.652	4.112	ITI	Fixation+	5	No_Pain	n/a	6.54	n/a	n/a	95.024
66.78	3.498	Pic2	Picture	5	No_Pain	26	3.026	n/a	n/a	99.152
70.278	2.006	Blank	Blank	5	No_Pain	n/a	1.02	n/a	n/a	102.65
73.304	n/a	ConfirmRating	Rate	5	No_Pain	26	n/a	0.507	0	105.676
73.329	5.471	ITI	Fixation+	6	Pain	n/a	6.976	n/a	n/a	105.701
78.816	3.498	Pic2	Picture	6	Pain	12	3.461	n/a	n/a	111.189
82.314	2.006	Blank	Blank	6	Pain	n/a	1.455	n/a	n/a	114.687
85.776	n/a	ConfirmRating	Rate	6	Pain	12	n/a	0.938	73	118.148
85.796	4.841	ITI	Fixation+	7	Pain	n/a	6.521	n/a	n/a	118.168
90.654	3.498	Pic2	Picture	7	Pain	3	3.006	n/a	n/a	123.026
94.152	2.006	Blank	Blank	7	Pain	n/a	1.0	n/a	n/a	126.524
97.158	n/a	ConfirmRating	Rate	7	Pain	3	n/a	0.483	70	129.53
97.186	5.985	ITI	Fixation+	8	No_Pain	n/a	7.493	n/a	n/a	129.558
103.187	3.498	Pic2	Picture	8	No_Pain	30	3.978	n/a	n/a	135.559
106.685	2.006	Blank	Blank	8	No_Pain	n/a	1.972	n/a	n/a	139.057
110.663	n/a	ConfirmRating	Rate	8	No_Pain	30	n/a	1.455	0	143.036
110.681	5.836	ITI	Fixation+	9	Pain	n/a	7.33	n/a	n/a	143.053
116.533	3.498	Pic2	Picture	9	Pain	4	3.815	n/a	n/a	148.905
120.031	2.006	Blank	Blank	9	Pain	n/a	1.809	n/a	n/a	152.403
123.846	n/a	ConfirmRating	Rate	9	Pain	4	n/a	1.293	73	156.218
123.877	5.023	ITI	Fixation+	10	No_Pain	n/a	6.323	n/a	n/a	156.25
128.917	3.498	Pic2	Picture	10	No_Pain	28	2.809	n/a	n/a	161.29
132.416	2.006	Blank	Blank	10	No_Pain	n/a	0.803	n/a	n/a	164.788
135.224	n/a	ConfirmRating	Rate	10	No_Pain	28	n/a	0.286	0	167.596
135.25	4.708	ITI	Fixation+	11	Pain	n/a	6.719	n/a	n/a	167.623
139.975	3.498	Pic2	Picture	11	Pain	13	3.204	n/a	n/a	172.347
143.474	2.006	Blank	Blank	11	Pain	n/a	1.198	n/a	n/a	175.846
146.678	n/a	ConfirmRating	Rate	11	Pain	13	n/a	0.682	74	179.05
146.706	4.642	ITI	Fixation+	12	No_Pain	n/a	6.358	n/a	n/a	179.078
151.365	3.498	Pic2	Picture	12	No_Pain	32	2.844	n/a	n/a	183.737
154.863	2.006	Blank	Blank	12	No_Pain	n/a	0.838	n/a	n/a	187.235
157.707	n/a	ConfirmRating	Rate	12	No_Pain	32	n/a	0.321	0	190.079
157.731	5.653	ITI	Fixation+	13	Pain	n/a	6.964	n/a	n/a	190.103
163.401	3.498	Pic2	Picture	13	Pain	5	3.449	n/a	n/a	195.773
166.899	2.006	Blank	Blank	13	Pain	n/a	1.443	n/a	n/a	199.272
170.349	n/a	ConfirmRating	Rate	13	Pain	5	n/a	0.926	61	202.721
170.381	5.454	ITI	Fixation+	14	No_Pain	n/a	7.516	n/a	n/a	202.753
175.852	3.498	Pic2	Picture	14	No_Pain	21	4.001	n/a	n/a	208.224
179.35	2.006	Blank	Blank	14	No_Pain	n/a	1.995	n/a	n/a	211.722
183.351	n/a	ConfirmRating	Rate	14	No_Pain	21	n/a	1.479	0	215.724
183.379	5.239	ITI	Fixation+	15	No_Pain	n/a	6.295	n/a	n/a	215.751
188.634	3.498	Pic2	Picture	15	No_Pain	38	2.78	n/a	n/a	221.006
192.132	2.006	Blank	Blank	15	No_Pain	n/a	0.774	n/a	n/a	224.504
194.912	n/a	ConfirmRating	Rate	15	No_Pain	38	n/a	0.257	0	227.284
194.934	5.604	ITI	Fixation+	16	Pain	n/a	7.09	n/a	n/a	227.306
200.554	3.498	Pic2	Picture	16	Pain	16	3.576	n/a	n/a	232.926
204.052	2.006	Blank	Blank	16	Pain	n/a	1.57	n/a	n/a	236.424
207.628	n/a	ConfirmRating	Rate	16	Pain	16	n/a	1.053	68	240.0
207.65	4.824	ITI	Fixation+	17	No_Pain	n/a	7.621	n/a	n/a	240.022
212.491	3.498	Pic2	Picture	17	No_Pain	22	4.107	n/a	n/a	244.863
215.989	2.006	Blank	Blank	17	No_Pain	n/a	2.101	n/a	n/a	248.361
220.096	n/a	ConfirmRating	Rate	17	No_Pain	22	n/a	1.584	0	252.468
220.117	5.421	ITI	Fixation+	18	Pain	n/a	8.566	n/a	n/a	252.489
225.555	3.498	Pic2	Picture	18	Pain	8	5.052	n/a	n/a	257.927
229.053	2.006	Blank	Blank	18	Pain	n/a	3.046	n/a	n/a	261.425
234.105	n/a	ConfirmRating	Rate	18	Pain	8	n/a	2.529	67	266.477
234.126	5.67	ITI	Fixation+	19	Pain	n/a	7.936	n/a	n/a	266.498
239.813	3.498	Pic2	Picture	19	Pain	1	4.421	n/a	n/a	272.185
243.311	2.006	Blank	Blank	19	Pain	n/a	2.415	n/a	n/a	275.683
247.732	n/a	ConfirmRating	Rate	19	Pain	1	n/a	1.899	71	280.104
247.754	15.004	Rest	n/a	19	n/a	n/a	-15.025	n/a	n/a	280.126
262.774	5.504	ITI	Fixation+	20	No_Pain	n/a	7.663	n/a	n/a	295.147
268.295	3.498	Pic2	Picture	20	No_Pain	23	4.148	n/a	n/a	300.667
271.793	2.006	Blank	Blank	20	No_Pain	n/a	2.142	n/a	n/a	304.165
275.941	n/a	ConfirmRating	Rate	20	No_Pain	23	n/a	1.635	0	308.313
275.971	4.924	ITI	Fixation+	21	Pain	n/a	12.155	n/a	n/a	308.343
280.912	3.498	Pic2	Picture	21	Pain	10	8.64	n/a	n/a	313.284
284.41	2.006	Blank	Blank	21	Pain	n/a	6.634	n/a	n/a	316.782
293.05	n/a	ConfirmRating	Rate	21	Pain	10	n/a	6.117	60	325.422
293.08	4.46	ITI	Fixation+	22	No_Pain	n/a	6.492	n/a	n/a	325.452
297.557	3.498	Pic2	Picture	22	No_Pain	36	2.977	n/a	n/a	329.929
301.055	2.006	Blank	Blank	22	No_Pain	n/a	0.971	n/a	n/a	333.427
304.032	n/a	ConfirmRating	Rate	22	No_Pain	36	n/a	0.454	0	336.404
304.055	4.841	ITI	Fixation+	23	Pain	n/a	7.444	n/a	n/a	336.428
308.913	3.498	Pic2	Picture	23	Pain	11	3.929	n/a	n/a	341.285
312.411	2.006	Blank	Blank	23	Pain	n/a	1.923	n/a	n/a	344.783
316.34	n/a	ConfirmRating	Rate	23	Pain	11	n/a	1.407	59	348.712
316.374	4.559	ITI	Fixation+	24	Pain	n/a	7.658	n/a	n/a	348.746
320.949	3.498	Pic2	Picture	24	Pain	17	4.143	n/a	n/a	353.321
324.447	2.006	Blank	Blank	24	Pain	n/a	2.137	n/a	n/a	356.82
328.59	n/a	ConfirmRating	Rate	24	Pain	17	n/a	1.62	64	360.962
328.609	4.344	ITI	Fixation+	25	No_Pain	n/a	6.244	n/a	n/a	360.981
332.969	3.498	Pic2	Picture	25	No_Pain	31	2.729	n/a	n/a	365.341
336.467	2.006	Blank	Blank	25	No_Pain	n/a	0.723	n/a	n/a	368.839
339.196	n/a	ConfirmRating	Rate	25	No_Pain	31	n/a	0.207	0	371.568
339.219	4.261	ITI	Fixation+	26	Pain	n/a	9.154	n/a	n/a	371.591
343.496	3.498	Pic2	Picture	26	Pain	18	5.639	n/a	n/a	375.868
346.995	2.006	Blank	Blank	26	Pain	n/a	3.633	n/a	n/a	379.367
352.634	n/a	ConfirmRating	Rate	26	Pain	18	n/a	3.117	63	385.006
352.665	5.819	ITI	Fixation+	27	No_Pain	n/a	7.449	n/a	n/a	385.037
358.5	3.498	Pic2	Picture	27	No_Pain	33	3.934	n/a	n/a	390.872
361.998	2.006	Blank	Blank	27	No_Pain	n/a	1.928	n/a	n/a	394.37
365.933	n/a	ConfirmRating	Rate	27	No_Pain	33	n/a	1.413	0	398.305
365.961	4.559	ITI	Fixation+	28	No_Pain	n/a	6.41	n/a	n/a	398.333
370.536	3.498	Pic2	Picture	28	No_Pain	40	2.895	n/a	n/a	402.909
374.035	2.006	Blank	Blank	28	No_Pain	n/a	0.889	n/a	n/a	406.407
376.93	n/a	ConfirmRating	Rate	28	No_Pain	40	n/a	0.372	0	409.302
376.952	5.09	ITI	Fixation+	29	Pain	n/a	7.456	n/a	n/a	409.325
382.059	3.498	Pic2	Picture	29	Pain	20	3.942	n/a	n/a	414.431
385.557	2.006	Blank	Blank	29	Pain	n/a	1.936	n/a	n/a	417.929
389.498	n/a	ConfirmRating	Rate	29	Pain	20	n/a	1.419	61	421.87
389.519	5.935	ITI	Fixation+	30	No_Pain	n/a	7.239	n/a	n/a	421.891
395.471	3.498	Pic2	Picture	30	No_Pain	27	3.724	n/a	n/a	427.843
398.969	2.006	Blank	Blank	30	No_Pain	n/a	1.718	n/a	n/a	431.341
402.693	n/a	ConfirmRating	Rate	30	No_Pain	27	n/a	1.202	0	435.065
402.716	4.559	ITI	Fixation+	31	Pain	n/a	7.274	n/a	n/a	435.088
407.291	3.498	Pic2	Picture	31	Pain	14	3.759	n/a	n/a	439.664
410.79	2.006	Blank	Blank	31	Pain	n/a	1.753	n/a	n/a	443.162
414.549	n/a	ConfirmRating	Rate	31	Pain	14	n/a	1.237	61	446.921
414.57	5.902	ITI	Fixation+	32	Pain	n/a	6.994	n/a	n/a	446.942
420.488	3.498	Pic2	Picture	32	Pain	9	3.479	n/a	n/a	452.86
423.986	2.006	Blank	Blank	32	Pain	n/a	1.473	n/a	n/a	456.358
427.466	n/a	ConfirmRating	Rate	32	Pain	9	n/a	0.956	57	459.838
427.485	5.471	ITI	Fixation+	33	No_Pain	n/a	7.766	n/a	n/a	459.857
432.972	3.498	Pic2	Picture	33	No_Pain	39	4.251	n/a	n/a	465.344
436.47	2.006	Blank	Blank	33	No_Pain	n/a	2.245	n/a	n/a	468.842
440.722	n/a	ConfirmRating	Rate	33	No_Pain	39	n/a	1.729	0	473.094
440.748	4.907	ITI	Fixation+	34	No_Pain	n/a	6.266	n/a	n/a	473.12
445.671	3.498	Pic2	Picture	34	No_Pain	29	2.751	n/a	n/a	478.043
449.17	2.006	Blank	Blank	34	No_Pain	n/a	0.745	n/a	n/a	481.542
451.92	n/a	ConfirmRating	Rate	34	No_Pain	29	n/a	0.228	0	484.293
451.938	5.405	ITI	Fixation+	35	Pain	n/a	6.377	n/a	n/a	484.31
457.359	3.498	Pic2	Picture	35	Pain	6	2.862	n/a	n/a	489.731
460.858	2.006	Blank	Blank	35	Pain	n/a	0.856	n/a	n/a	493.23
463.719	n/a	ConfirmRating	Rate	35	Pain	6	n/a	0.339	82	496.091
463.742	5.156	ITI	Fixation+	36	No_Pain	n/a	7.51	n/a	n/a	496.114
468.915	3.498	Pic2	Picture	36	No_Pain	35	3.995	n/a	n/a	501.287
472.413	2.006	Blank	Blank	36	No_Pain	n/a	1.989	n/a	n/a	504.785
476.408	n/a	ConfirmRating	Rate	36	No_Pain	35	n/a	1.473	0	508.78
476.425	5.372	ITI	Fixation+	37	No_Pain	n/a	6.474	n/a	n/a	508.797
481.813	3.498	Pic2	Picture	37	No_Pain	34	2.96	n/a	n/a	514.185
485.311	2.006	Blank	Blank	37	No_Pain	n/a	0.954	n/a	n/a	517.683
488.271	n/a	ConfirmRating	Rate	37	No_Pain	34	n/a	0.438	0	520.643
488.295	4.128	ITI	Fixation+	38	Pain	n/a	7.155	n/a	n/a	520.668
492.44	3.498	Pic2	Picture	38	Pain	15	3.641	n/a	n/a	524.812
495.938	2.006	Blank	Blank	38	Pain	n/a	1.635	n/a	n/a	528.31
499.579	n/a	ConfirmRating	Rate	38	Pain	15	n/a	1.118	73	531.951
499.602	4.775	ITI	Fixation+	39	Pain	n/a	7.526	n/a	n/a	531.974
504.393	3.498	Pic2	Picture	39	Pain	7	4.011	n/a	n/a	536.765
507.892	2.006	Blank	Blank	39	Pain	n/a	2.005	n/a	n/a	540.264
511.903	n/a	ConfirmRating	Rate	39	Pain	7	n/a	1.488	70	544.275
