onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.005	4.344	ITI	Fixation+	0	Pain	n/a	12.101	n/a	n/a	30.301
4.366	3.498	Pic2	Picture	0	Pain	7	8.587	n/a	n/a	34.661
7.864	2.006	Blank	Blank	0	Pain	n/a	6.581	n/a	n/a	38.159
16.451	n/a	ConfirmRating	Rate	0	Pain	7	n/a	6.064	46	46.746
16.468	5.023	ITI	Fixation+	1	Pain	n/a	8.988	n/a	n/a	46.763
21.508	3.498	Pic2	Picture	1	Pain	15	5.473	n/a	n/a	51.803
25.006	2.006	Blank	Blank	1	Pain	n/a	3.467	n/a	n/a	55.301
30.479	n/a	ConfirmRating	Rate	1	Pain	15	n/a	2.95	48	60.774
30.51	5.438	ITI	Fixation+	2	No_Pain	n/a	8.325	n/a	n/a	60.806
35.965	3.498	Pic2	Picture	2	No_Pain	34	4.81	n/a	n/a	66.26
39.463	2.006	Blank	Blank	2	No_Pain	n/a	2.804	n/a	n/a	69.758
44.273	n/a	ConfirmRating	Rate	2	No_Pain	34	n/a	2.288	7	74.568
44.304	4.559	ITI	Fixation+	3	No_Pain	n/a	7.583	n/a	n/a	74.599
48.88	3.498	Pic2	Picture	3	No_Pain	35	4.068	n/a	n/a	79.175
52.378	2.006	Blank	Blank	3	No_Pain	n/a	2.062	n/a	n/a	82.673
56.446	n/a	ConfirmRating	Rate	3	No_Pain	35	n/a	1.546	12	86.741
56.473	4.493	ITI	Fixation+	4	Pain	n/a	9.982	n/a	n/a	86.768
60.982	3.498	Pic2	Picture	4	Pain	6	6.467	n/a	n/a	91.277
64.48	2.006	Blank	Blank	4	Pain	n/a	4.461	n/a	n/a	94.775
70.948	n/a	ConfirmRating	Rate	4	Pain	6	n/a	3.945	48	101.243
70.979	4.924	ITI	Fixation+	5	No_Pain	n/a	8.806	n/a	n/a	101.274
75.92	3.498	Pic2	Picture	5	No_Pain	29	5.292	n/a	n/a	106.215
79.418	2.006	Blank	Blank	5	No_Pain	n/a	3.286	n/a	n/a	109.713
84.709	n/a	ConfirmRating	Rate	5	No_Pain	29	n/a	2.769	10	115.004
84.739	5.471	ITI	Fixation+	6	No_Pain	n/a	8.855	n/a	n/a	115.035
90.227	3.498	Pic2	Picture	6	No_Pain	39	5.34	n/a	n/a	120.522
93.725	2.006	Blank	Blank	6	No_Pain	n/a	3.334	n/a	n/a	124.02
99.065	n/a	ConfirmRating	Rate	6	No_Pain	39	n/a	2.818	6	129.36
99.097	5.57	ITI	Fixation+	7	Pain	n/a	8.531	n/a	n/a	129.392
104.684	3.498	Pic2	Picture	7	Pain	9	5.016	n/a	n/a	134.979
108.182	2.006	Blank	Blank	7	Pain	n/a	3.01	n/a	n/a	138.477
113.198	n/a	ConfirmRating	Rate	7	Pain	9	n/a	2.493	59	143.493
113.222	5.803	ITI	Fixation+	8	Pain	n/a	8.557	n/a	n/a	143.517
119.041	3.498	Pic2	Picture	8	Pain	14	5.042	n/a	n/a	149.336
122.539	2.006	Blank	Blank	8	Pain	n/a	3.036	n/a	n/a	152.834
127.581	n/a	ConfirmRating	Rate	8	Pain	14	n/a	2.52	52	157.877
127.612	4.742	ITI	Fixation+	9	No_Pain	n/a	7.237	n/a	n/a	157.907
132.37	3.498	Pic2	Picture	9	No_Pain	27	3.722	n/a	n/a	162.665
135.868	2.006	Blank	Blank	9	No_Pain	n/a	1.716	n/a	n/a	166.163
139.59	n/a	ConfirmRating	Rate	9	No_Pain	27	n/a	1.199	6	169.885
139.615	4.543	ITI	Fixation+	10	Pain	n/a	8.119	n/a	n/a	169.91
144.174	3.498	Pic2	Picture	10	Pain	20	4.605	n/a	n/a	174.469
147.672	2.006	Blank	Blank	10	Pain	n/a	2.599	n/a	n/a	177.968
152.277	n/a	ConfirmRating	Rate	10	Pain	20	n/a	2.082	60	182.572
152.298	4.824	ITI	Fixation+	11	No_Pain	n/a	6.982	n/a	n/a	182.593
157.139	3.498	Pic2	Picture	11	No_Pain	40	3.467	n/a	n/a	187.434
160.637	2.006	Blank	Blank	11	No_Pain	n/a	1.461	n/a	n/a	190.932
164.104	n/a	ConfirmRating	Rate	11	No_Pain	40	n/a	0.945	1	194.399
164.135	4.344	ITI	Fixation+	12	No_Pain	n/a	7.578	n/a	n/a	194.43
168.495	3.498	Pic2	Picture	12	No_Pain	33	4.063	n/a	n/a	198.79
171.993	2.006	Blank	Blank	12	No_Pain	n/a	2.057	n/a	n/a	202.288
176.057	n/a	ConfirmRating	Rate	12	No_Pain	33	n/a	1.54	10	206.352
176.088	5.272	ITI	Fixation+	13	Pain	n/a	8.035	n/a	n/a	206.383
181.377	3.498	Pic2	Picture	13	Pain	18	4.52	n/a	n/a	211.672
184.875	2.006	Blank	Blank	13	Pain	n/a	2.514	n/a	n/a	215.17
189.395	n/a	ConfirmRating	Rate	13	Pain	18	n/a	1.998	65	219.69
189.418	5.139	ITI	Fixation+	14	No_Pain	n/a	6.71	n/a	n/a	219.713
194.574	3.498	Pic2	Picture	14	No_Pain	31	3.196	n/a	n/a	224.869
198.072	2.006	Blank	Blank	14	No_Pain	n/a	1.189	n/a	n/a	228.367
201.267	n/a	ConfirmRating	Rate	14	No_Pain	31	n/a	0.673	3	231.562
201.288	4.692	ITI	Fixation+	15	Pain	n/a	7.996	n/a	n/a	231.583
205.996	3.498	Pic2	Picture	15	Pain	17	4.481	n/a	n/a	236.292
209.495	2.006	Blank	Blank	15	Pain	n/a	2.475	n/a	n/a	239.79
213.976	n/a	ConfirmRating	Rate	15	Pain	17	n/a	1.959	68	244.271
214.004	5.289	ITI	Fixation+	16	Pain	n/a	7.685	n/a	n/a	244.299
219.309	3.498	Pic2	Picture	16	Pain	11	4.171	n/a	n/a	249.604
222.807	2.006	Blank	Blank	16	Pain	n/a	2.164	n/a	n/a	253.102
226.978	n/a	ConfirmRating	Rate	16	Pain	11	n/a	1.648	55	257.273
227.002	5.222	ITI	Fixation+	17	No_Pain	n/a	7.268	n/a	n/a	257.297
232.24	3.498	Pic2	Picture	17	No_Pain	36	3.754	n/a	n/a	262.536
235.739	2.006	Blank	Blank	17	No_Pain	n/a	1.748	n/a	n/a	266.034
239.492	n/a	ConfirmRating	Rate	17	No_Pain	36	n/a	1.231	3	269.788
239.519	5.04	ITI	Fixation+	18	Pain	n/a	7.392	n/a	n/a	269.814
244.575	3.498	Pic2	Picture	18	Pain	10	3.877	n/a	n/a	274.87
248.073	2.006	Blank	Blank	18	Pain	n/a	1.871	n/a	n/a	278.368
251.95	n/a	ConfirmRating	Rate	18	Pain	10	n/a	1.355	61	282.245
251.969	4.36	ITI	Fixation+	19	No_Pain	n/a	7.893	n/a	n/a	282.264
256.346	3.498	Pic2	Picture	19	No_Pain	23	4.378	n/a	n/a	286.641
259.844	2.006	Blank	Blank	19	No_Pain	n/a	2.372	n/a	n/a	290.139
264.222	n/a	ConfirmRating	Rate	19	No_Pain	23	n/a	1.856	7	294.517
264.254	15.004	Rest	n/a	19	n/a	n/a	-15.036	n/a	n/a	294.549
279.274	4.393	ITI	Fixation+	20	Pain	n/a	7.42	n/a	n/a	309.57
283.684	3.498	Pic2	Picture	20	Pain	1	3.905	n/a	n/a	313.979
287.183	2.006	Blank	Blank	20	Pain	n/a	1.899	n/a	n/a	317.478
291.088	n/a	ConfirmRating	Rate	20	Pain	1	n/a	1.382	60	321.383
291.112	4.99	ITI	Fixation+	21	Pain	n/a	7.551	n/a	n/a	321.407
296.118	3.498	Pic2	Picture	21	Pain	8	4.037	n/a	n/a	326.413
299.617	2.006	Blank	Blank	21	Pain	n/a	2.031	n/a	n/a	329.912
303.653	n/a	ConfirmRating	Rate	21	Pain	8	n/a	1.514	62	333.948
303.678	5.537	ITI	Fixation+	22	No_Pain	n/a	7.704	n/a	n/a	333.973
309.232	3.498	Pic2	Picture	22	No_Pain	22	4.19	n/a	n/a	339.527
312.73	2.006	Blank	Blank	22	No_Pain	n/a	2.184	n/a	n/a	343.025
316.92	n/a	ConfirmRating	Rate	22	No_Pain	22	n/a	1.667	9	347.215
316.941	4.576	ITI	Fixation+	23	Pain	n/a	8.167	n/a	n/a	347.236
321.534	3.498	Pic2	Picture	23	Pain	16	4.652	n/a	n/a	351.829
325.032	2.006	Blank	Blank	23	Pain	n/a	2.646	n/a	n/a	355.327
329.684	n/a	ConfirmRating	Rate	23	Pain	16	n/a	2.129	62	359.979
329.707	5.67	ITI	Fixation+	24	No_Pain	n/a	7.77	n/a	n/a	360.002
335.394	3.498	Pic2	Picture	24	No_Pain	38	4.255	n/a	n/a	365.689
338.892	2.006	Blank	Blank	24	No_Pain	n/a	2.249	n/a	n/a	369.187
343.147	n/a	ConfirmRating	Rate	24	No_Pain	38	n/a	1.732	5	373.442
343.169	4.708	ITI	Fixation+	25	No_Pain	n/a	7.103	n/a	n/a	373.464
347.894	3.498	Pic2	Picture	25	No_Pain	21	3.588	n/a	n/a	378.189
351.392	2.006	Blank	Blank	25	No_Pain	n/a	1.582	n/a	n/a	381.687
354.98	n/a	ConfirmRating	Rate	25	No_Pain	21	n/a	1.066	10	385.276
355.006	5.886	ITI	Fixation+	26	Pain	n/a	7.292	n/a	n/a	385.301
360.908	3.498	Pic2	Picture	26	Pain	5	3.777	n/a	n/a	391.203
364.406	2.006	Blank	Blank	26	Pain	n/a	1.771	n/a	n/a	394.701
368.183	n/a	ConfirmRating	Rate	26	Pain	5	n/a	1.254	54	398.478
368.203	4.974	ITI	Fixation+	27	No_Pain	n/a	7.565	n/a	n/a	398.498
373.193	3.498	Pic2	Picture	27	No_Pain	32	4.051	n/a	n/a	403.488
