onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.011	4.891	ITI	Fixation+	0	Pain	n/a	11.447	n/a	n/a	33.219
4.918	3.498	Pic2	Picture	0	Pain	7	7.933	n/a	n/a	38.126
8.417	2.006	Blank	Blank	0	Pain	n/a	5.927	n/a	n/a	41.624
16.349	n/a	ConfirmRating	Rate	0	Pain	7	n/a	5.41	22	49.557
16.374	6.002	ITI	Fixation+	1	Pain	n/a	9.741	n/a	n/a	49.582
22.392	3.498	Pic2	Picture	1	Pain	15	6.226	n/a	n/a	55.6
25.891	2.006	Blank	Blank	1	Pain	n/a	4.22	n/a	n/a	59.098
32.117	n/a	ConfirmRating	Rate	1	Pain	15	n/a	3.704	36	65.325
32.141	5.023	ITI	Fixation+	2	No_Pain	n/a	9.066	n/a	n/a	65.348
37.181	3.498	Pic2	Picture	2	No_Pain	34	5.551	n/a	n/a	70.388
40.679	2.006	Blank	Blank	2	No_Pain	n/a	3.545	n/a	n/a	73.886
46.23	n/a	ConfirmRating	Rate	2	No_Pain	34	n/a	3.028	0	79.437
46.249	5.322	ITI	Fixation+	3	No_Pain	n/a	8.617	n/a	n/a	79.457
51.588	3.498	Pic2	Picture	3	No_Pain	35	5.102	n/a	n/a	84.795
55.086	2.006	Blank	Blank	3	No_Pain	n/a	3.096	n/a	n/a	88.293
60.188	n/a	ConfirmRating	Rate	3	No_Pain	35	n/a	2.579	0	93.395
60.209	5.471	ITI	Fixation+	4	Pain	n/a	8.999	n/a	n/a	93.416
65.696	3.498	Pic2	Picture	4	Pain	6	5.484	n/a	n/a	98.904
69.195	2.006	Blank	Blank	4	Pain	n/a	3.478	n/a	n/a	102.402
74.679	n/a	ConfirmRating	Rate	4	Pain	6	n/a	2.962	49	107.886
74.699	4.659	ITI	Fixation+	5	No_Pain	n/a	8.535	n/a	n/a	107.906
79.374	3.498	Pic2	Picture	5	No_Pain	29	5.02	n/a	n/a	112.581
82.872	2.006	Blank	Blank	5	No_Pain	n/a	3.014	n/a	n/a	116.08
87.892	n/a	ConfirmRating	Rate	5	No_Pain	29	n/a	2.498	0	121.1
87.912	4.029	ITI	Fixation+	6	No_Pain	n/a	7.527	n/a	n/a	121.12
91.957	3.498	Pic2	Picture	6	No_Pain	39	4.012	n/a	n/a	125.165
95.455	2.006	Blank	Blank	6	No_Pain	n/a	2.006	n/a	n/a	128.663
99.467	n/a	ConfirmRating	Rate	6	No_Pain	39	n/a	1.489	0	132.675
99.484	4.576	ITI	Fixation+	7	Pain	n/a	11.299	n/a	n/a	132.692
104.076	3.498	Pic2	Picture	7	Pain	9	7.785	n/a	n/a	137.284
107.575	2.006	Blank	Blank	7	Pain	n/a	5.779	n/a	n/a	140.782
115.359	n/a	ConfirmRating	Rate	7	Pain	9	n/a	5.263	25	148.567
115.383	5.919	ITI	Fixation+	8	Pain	n/a	9.017	n/a	n/a	148.591
