onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.003	120.014	Fixation+	n/a	n/a	44.392
124.025	n/a	Response	4.008	5	168.415
124.045	120.014	Fixation+	n/a	n/a	168.435
251.903	n/a	Response	7.844	6	296.292
251.934	120.013	Fixation+	n/a	n/a	296.323
378.475	n/a	Response	6.528	7	422.865
378.496	120.014	Fixation+	n/a	n/a	422.885
503.364	n/a	Response	4.855	7	547.754
