onset	duration	trial_type	response_time	KSS_rating	onset_uncorrected
0.012	120.013	Fixation+	n/a	n/a	61.5847
125.0846	n/a	Response	n/a	n/a	186.6573
125.1154	120.013	Fixation+	n/a	n/a	186.6881
251.1068	n/a	Response	n/a	n/a	312.6795
251.1305	120.013	Fixation+	n/a	n/a	312.7032
377.3949	n/a	Response	n/a	n/a	438.9676
377.4275	120.013	Fixation+	n/a	n/a	439.0002
500.6511	n/a	Response	n/a	n/a	562.2238
