onset	duration	trial_type	event_type	trial_number	condition	picture_number	time_until_response	response_time	unpleasantness_rating	onset_uncorrected
0.013	4.46	ITI	Fixation+	0	Pain	n/a	10.655	n/a	n/a	29.372
4.489	3.498	Pic2	Picture	0	Pain	7	7.14	n/a	n/a	33.849
7.987	2.006	Blank	Blank	0	Pain	n/a	5.134	n/a	n/a	37.347
15.127	n/a	ConfirmRating	Rate	0	Pain	7	n/a	4.617	0	44.486
15.149	4.31	ITI	Fixation+	1	Pain	n/a	8.331	n/a	n/a	44.509
19.476	3.498	Pic2	Picture	1	Pain	15	4.816	n/a	n/a	48.836
22.974	2.006	Blank	Blank	1	Pain	n/a	2.81	n/a	n/a	52.334
27.791	n/a	ConfirmRating	Rate	1	Pain	15	n/a	2.294	10	57.15
27.815	4.311	ITI	Fixation+	2	No_Pain	n/a	7.18	n/a	n/a	57.175
32.142	3.498	Pic2	Picture	2	No_Pain	34	3.665	n/a	n/a	61.502
35.641	2.006	Blank	Blank	2	No_Pain	n/a	1.659	n/a	n/a	65.0
39.305	n/a	ConfirmRating	Rate	2	No_Pain	34	n/a	1.143	0	68.665
39.337	5.09	ITI	Fixation+	3	No_Pain	n/a	9.493	n/a	n/a	68.697
44.444	3.498	Pic2	Picture	3	No_Pain	35	5.978	n/a	n/a	73.803
47.942	2.006	Blank	Blank	3	No_Pain	n/a	3.972	n/a	n/a	77.302
53.92	n/a	ConfirmRating	Rate	3	No_Pain	35	n/a	3.455	0	83.28
53.944	5.139	ITI	Fixation+	4	Pain	n/a	9.226	n/a	n/a	83.303
59.099	3.498	Pic2	Picture	4	Pain	6	5.711	n/a	n/a	88.459
62.598	2.006	Blank	Blank	4	Pain	n/a	3.705	n/a	n/a	91.957
68.309	n/a	ConfirmRating	Rate	4	Pain	6	n/a	3.189	0	97.669
68.334	4.211	ITI	Fixation+	5	No_Pain	n/a	7.201	n/a	n/a	97.694
72.561	3.498	Pic2	Picture	5	No_Pain	29	3.686	n/a	n/a	101.921
76.06	2.006	Blank	Blank	5	No_Pain	n/a	1.68	n/a	n/a	105.419
79.746	n/a	ConfirmRating	Rate	5	No_Pain	29	n/a	1.164	0	109.106
79.773	5.604	ITI	Fixation+	6	No_Pain	n/a	7.747	n/a	n/a	109.133
85.394	3.498	Pic2	Picture	6	No_Pain	39	4.232	n/a	n/a	114.753
88.892	2.006	Blank	Blank	6	No_Pain	n/a	2.226	n/a	n/a	118.251
93.124	n/a	ConfirmRating	Rate	6	No_Pain	39	n/a	1.71	0	122.483
93.152	4.194	ITI	Fixation+	7	Pain	n/a	8.627	n/a	n/a	122.512
97.363	3.498	Pic2	Picture	7	Pain	9	5.112	n/a	n/a	126.723
100.862	2.006	Blank	Blank	7	Pain	n/a	3.106	n/a	n/a	130.221
105.974	n/a	ConfirmRating	Rate	7	Pain	9	n/a	2.59	0	135.333
106.001	6.002	ITI	Fixation+	8	Pain	n/a	6.967	n/a	n/a	135.361
112.019	3.498	Pic2	Picture	8	Pain	14	3.452	n/a	n/a	141.379
115.517	2.006	Blank	Blank	8	Pain	n/a	1.446	n/a	n/a	144.877
118.969	n/a	ConfirmRating	Rate	8	Pain	14	n/a	0.93	0	148.329
118.999	5.852	ITI	Fixation+	9	No_Pain	n/a	8.387	n/a	n/a	148.358
124.868	3.498	Pic2	Picture	9	No_Pain	27	4.872	n/a	n/a	154.227
128.366	2.006	Blank	Blank	9	No_Pain	n/a	2.866	n/a	n/a	157.725
133.238	n/a	ConfirmRating	Rate	9	No_Pain	27	n/a	2.349	0	162.598
133.256	4.891	ITI	Fixation+	10	Pain	n/a	8.387	n/a	n/a	162.616
138.164	3.498	Pic2	Picture	10	Pain	20	4.872	n/a	n/a	167.524
141.662	2.006	Blank	Blank	10	Pain	n/a	2.866	n/a	n/a	171.022
146.534	n/a	ConfirmRating	Rate	10	Pain	20	n/a	2.349	2	175.894
146.553	5.836	ITI	Fixation+	11	No_Pain	n/a	13.346	n/a	n/a	175.912
152.405	3.498	Pic2	Picture	11	No_Pain	40	9.831	n/a	n/a	181.765
155.903	2.006	Blank	Blank	11	No_Pain	n/a	7.825	n/a	n/a	185.263
165.735	n/a	ConfirmRating	Rate	11	No_Pain	40	n/a	7.309	0	195.094
165.767	5.222	ITI	Fixation+	12	No_Pain	n/a	7.739	n/a	n/a	195.127
171.006	3.498	Pic2	Picture	12	No_Pain	33	4.224	n/a	n/a	200.366
174.505	2.006	Blank	Blank	12	No_Pain	n/a	2.218	n/a	n/a	203.864
178.728	n/a	ConfirmRating	Rate	12	No_Pain	33	n/a	1.702	0	208.088
178.749	5.388	ITI	Fixation+	13	Pain	n/a	7.411	n/a	n/a	208.108
184.153	3.498	Pic2	Picture	13	Pain	18	3.897	n/a	n/a	213.513
187.652	2.006	Blank	Blank	13	Pain	n/a	1.891	n/a	n/a	217.011
191.548	n/a	ConfirmRating	Rate	13	Pain	18	n/a	1.374	0	220.908
191.581	5.769	ITI	Fixation+	14	No_Pain	n/a	8.344	n/a	n/a	220.94
197.367	3.498	Pic2	Picture	14	No_Pain	31	4.829	n/a	n/a	226.726
200.865	2.006	Blank	Blank	14	No_Pain	n/a	2.823	n/a	n/a	230.225
205.694	n/a	ConfirmRating	Rate	14	No_Pain	31	n/a	2.306	0	235.054
205.722	5.123	ITI	Fixation+	15	Pain	n/a	10.48	n/a	n/a	235.082
210.862	3.498	Pic2	Picture	15	Pain	17	6.966	n/a	n/a	240.222
214.36	2.006	Blank	Blank	15	Pain	n/a	4.96	n/a	n/a	243.72
221.326	n/a	ConfirmRating	Rate	15	Pain	17	n/a	4.443	93	250.685
221.356	5.156	ITI	Fixation+	16	Pain	n/a	7.131	n/a	n/a	250.716
226.529	3.498	Pic2	Picture	16	Pain	11	3.617	n/a	n/a	255.889
230.027	2.006	Blank	Blank	16	Pain	n/a	1.611	n/a	n/a	259.387
233.644	n/a	ConfirmRating	Rate	16	Pain	11	n/a	1.094	0	263.003
233.674	5.057	ITI	Fixation+	17	No_Pain	n/a	7.678	n/a	n/a	263.034
238.747	3.498	Pic2	Picture	17	No_Pain	36	4.164	n/a	n/a	268.107
242.246	2.006	Blank	Blank	17	No_Pain	n/a	2.158	n/a	n/a	271.605
246.409	n/a	ConfirmRating	Rate	17	No_Pain	36	n/a	1.642	0	275.769
246.44	4.46	ITI	Fixation+	18	Pain	n/a	7.686	n/a	n/a	275.8
250.916	3.498	Pic2	Picture	18	Pain	10	4.171	n/a	n/a	280.276
254.414	2.006	Blank	Blank	18	Pain	n/a	2.165	n/a	n/a	283.774
258.585	n/a	ConfirmRating	Rate	18	Pain	10	n/a	1.649	0	287.945
258.609	4.692	ITI	Fixation+	19	No_Pain	n/a	8.516	n/a	n/a	287.969
263.317	3.498	Pic2	Picture	19	No_Pain	23	5.002	n/a	n/a	292.677
266.815	2.006	Blank	Blank	19	No_Pain	n/a	2.996	n/a	n/a	296.175
271.817	n/a	ConfirmRating	Rate	19	No_Pain	23	n/a	2.479	2	301.177
271.839	15.004	Rest	n/a	19	n/a	n/a	-15.026	n/a	n/a	301.199
286.859	4.393	ITI	Fixation+	20	Pain	n/a	7.021	n/a	n/a	316.219
